"﻿日平均氣溫(攝氏度) - 天文台"
"Daily Mean Temperature (°C) at the Hong Kong Observatory"
年/Year,月/Month,日/Day,數值/Value,"數據完整性/data Completeness"
2010,11,25,20.2,C
2010,11,26,19.8,C
2010,11,27,20.1,C
2010,11,28,20.8,C
2010,11,29,20.9,C
2010,11,30,21.7,C
2010,12,1,20.9,C
2010,12,2,21.6,C
2010,12,3,20.9,C
2010,12,4,20.4,C
2010,12,5,21.6,C
2010,12,6,23.5,C
2010,12,7,19.3,C
2010,12,8,17.0,C
2010,12,9,17.5,C
2010,12,10,19.5,C
2010,12,11,20.2,C
2010,12,12,20.0,C
2010,12,13,21.9,C
2010,12,14,21.8,C
2010,12,15,17.5,C
2010,12,16,8.8,C
2010,12,17,10.4,C
2010,12,18,14.3,C
2010,12,19,18.4,C
2010,12,20,20.1,C
2010,12,21,20.5,C
2010,12,22,19.3,C
2010,12,23,18.1,C
2010,12,24,18.7,C
2010,12,25,16.2,C
2010,12,26,12.4,C
2010,12,27,13.3,C
2010,12,28,15.4,C
2010,12,29,17.1,C
2010,12,30,17.8,C
2010,12,31,15.5,C
"*** 沒有數據/unavailable"
"# 數據不完整/data incomplete"
"C 數據完整性/data Completeness"
